Gender,Marital Status,Age,Education,Income,Occupation,Settlement Size
0,0,36,1,113645,0,0
1,0,33,0,101138,0,0
1,1,48,3,170257,1,2
0,0,36,1,113482,0,0
1,0,29,1,80628,0,0
0,0,27,1,69375,0,0
0,0,41,1,139837,0,0
0,0,34,0,103306,0,0
0,0,26,1,66543,0,1
0,0,44,1,155214,0,0
1,1,57,2,216060,1,2
1,1,45,2,159268,1,0
0,0,35,1,110390,0,0
0,0,31,1,87857,0,0
1,1,57,3,217340,1,2
1,1,44,3,155431,1,2
0,0,37,1,119801,0,0
0,0,31,1,90551,0,0
1,0,30,1,84404,0,0
1,0,31,1,89990,0,1
1,1,43,3,147682,1,2
0,0,44,1,154989,0,0
1,0,33,1,97302,0,0
1,0,36,1,112377,0,0
0,1,46,2,161479,1,2
1,1,42,2,141154,1,2
0,0,31,1,87451,0,0
0,0,33,1,98464,0,0
0,1,41,2,136056,1,2
0,0,39,1,128283,0,0
1,0,33,1,99353,0,0
1,0,23,1,48571,0,0
1,1,60,2,230946,1,2
1,1,40,2,135659,2,0
1,0,39,1,129243,0,0
1,1,53,2,197411,1,0
0,0,38,1,122839,0,1
1,1,45,3,155510,1,0
0,0,37,0,118326,0,0
1,1,53,2,196001,1,2
1,1,54,2,200967,1,2
1,1,56,2,211153,1,2
1,1,42,2,142718,2,0
0,0,35,1,106823,0,0
0,0,33,0,97121,0,0
1,1,60,2,229214,1,0
1,1,37,1,117325,1,0
1,0,47,1,168571,0,0
1,1,37,2,120817,1,0
1,1,43,2,149358,1,2
0,0,23,1,52655,0,0
0,0,32,1,94519,0,0
0,0,34,1,102880,0,0
1,1,51,3,186342,2,2
1,1,59,3,228469,1,0
0,0,46,1,164456,0,0
0,0,37,1,120350,0,0
0,1,51,2,188640,2,2
0,0,21,1,43073,0,0
0,0,35,1,110798,0,0
0,0,33,0,97499,0,0
0,0,30,1,85882,0,0
1,1,50,3,180003,1,0
1,0,28,1,77015,0,0
1,1,34,2,102419,2,2
1,0,27,1,70718,0,0
1,0,41,0,136670,0,0
0,0,49,1,175341,0,0
1,1,49,2,178723,1,2
0,0,40,1,132902,0,0
0,0,36,1,111709,0,0
0,1,43,3,146005,2,0
1,1,57,1,214579,1,2
1,1,28,2,77028,1,1
1,1,46,2,162486,2,0
1,0,30,1,82793,0,0
1,1,55,2,205366,1,2
0,0,39,1,127414,0,0
1,1,43,3,146812,1,2
0,0,30,1,86169,0,0
1,1,48,2,170785,1,2
0,0,26,1,67206,0,0
1,1,45,2,160314,2,2
1,1,47,2,167941,1,2
1,0,40,1,131858,0,0
1,1,47,2,168247,1,2
1,1,47,2,167848,1,2
1,0,29,1,78132,0,0
1,1,43,2,149901,1,2
0,0,37,1,120483,0,0
0,0,35,1,108606,0,0
0,1,47,2,170108,1,0
0,0,22,1,45752,0,1
1,1,55,2,206921,1,2
1,1,37,1,119275,2,2
0,0,36,1,114661,0,0
0,0,36,1,114207,0,1
1,1,43,2,149921,2,0
1,1,48,3,172109,2,2
0,0,35,1,108951,0,0
1,0,33,1,97704,0,0
1,1,47,2,169026,1,2
1,0,41,1,139483,0,0
0,0,26,1,67008,0,0
1,1,60,2,230069,1,0
1,1,39,2,128602,1,2
0,0,35,1,108875,0,0
1,0,36,1,113712,0,0
1,1,60,2,233402,2,2
1,1,41,2,138576,1,2
0,0,22,0,47902,0,0
1,1,50,2,180022,2,2
1,1,36,3,112597,1,0
1,1,50,2,181510,1,2
0,0,37,1,117191,0,0
0,0,28,1,74603,0,0
0,0,33,1,97229,0,0
1,1,45,2,156305,1,2
1,1,46,2,163294,1,2
1,0,32,1,96414,0,0
0,0,35,1,107813,0,0
1,1,52,2,191039,2,2
1,1,50,2,181284,1,2
1,0,30,0,82921,0,0
0,0,32,1,93945,0,0
0,0,38,1,123081,0,0
1,1,43,2,150008,2,2
1,1,53,2,197460,2,2
0,0,38,1,124293,0,0
1,0,22,1,45705,0,0
1,1,41,2,140734,1,2
1,0,31,0,90338,0,0
1,0,34,0,106497,0,0
0,0,31,1,89336,0,0
0,0,28,1,76752,0,0
0,0,33,1,99931,0,0
1,1,42,2,143369,1,2
1,1,42,2,144512,1,2
1,0,30,1,87071,0,0
1,1,34,2,104537,1,2
